Image type	Feature Class	Feature Name	Segmentation_segment_Segment_1
original	glcm	DifferenceVariance	50.533563838126454
original	glcm	Id	0.22528545517193638
original	glcm	Idm	0.1414459788614499
original	glcm	Idmn	0.9512394863208015
original	glcm	Idn	0.8620801052622397
original	glcm	Imc1	-0.40515257524892356
original	glcm	Imc2	0.9907815823198315
original	glcm	InverseVariance	0.15615537940746604
original	glcm	JointAverage	29.91143043603361
original	glcm	JointEnergy	0.004986815061963346
original	glcm	JointEntropy	7.888001552454183
original	glcm	MCC	0.7135179094857768
original	glcm	MaximumProbability	0.016686514583137156
original	glcm	SumAverage	59.82286087206721
original	glcm	SumEntropy	5.534325117858358
original	glcm	SumSquares	97.35901261941477
original	gldm	DependenceEntropy	6.148072279610355
original	gldm	DependenceNonUniformity	91.54183266932272
original	gldm	DependenceNonUniformityNormalized	0.36470849669052874
original	gldm	DependenceVariance	1.2575038491452515
original	gldm	GrayLevelNonUniformity	8.250996015936256
original	gldm	GrayLevelVariance	112.14631513785496
original	gldm	HighGrayLevelEmphasis	868.9442231075698
original	gldm	LargeDependenceEmphasis	4.601593625498008
original	gldm	LargeDependenceHighGrayLevelEmphasis	5549.900398406375
original	gldm	LargeDependenceLowGrayLevelEmphasis	0.011620493360152228
original	gldm	LowGrayLevelEmphasis	0.007758182218755005
original	gldm	SmallDependenceEmphasis	0.6103358448292996
original	gldm	SmallDependenceHighGrayLevelEmphasis	423.7551283979727
original	gldm	SmallDependenceLowGrayLevelEmphasis	0.007234554340156635
original	glrlm	GrayLevelNonUniformity	7.787773072724799
original	glrlm	GrayLevelNonUniformityNormalized	0.03204793313643699
original	glrlm	GrayLevelVariance	112.2423356186116
original	glrlm	HighGrayLevelRunEmphasis	856.8579936970801
original	glrlm	LongRunEmphasis	1.1010588738394855
original	glrlm	LongRunHighGrayLevelEmphasis	982.3294800296187
original	glrlm	LongRunLowGrayLevelEmphasis	0.008094021474575238
original	glrlm	LowGrayLevelRunEmphasis	0.007975457433514067
original	glrlm	RunEntropy	5.278467898813776
original	glrlm	RunLengthNonUniformity	228.00210980814796
original	glrlm	RunLengthNonUniformityNormalized	0.9380553439608584
original	glrlm	RunPercentage	0.9681274900398407
original	glrlm	RunVariance	0.03373761640619296
original	glrlm	ShortRunEmphasis	0.9757978798083454
original	glrlm	ShortRunHighGrayLevelEmphasis	827.1902793430928
original	glrlm	ShortRunLowGrayLevelEmphasis	0.007946480547166412
original	glszm	GrayLevelNonUniformity	4.964285714285714
original	glszm	GrayLevelNonUniformityNormalized	0.029549319727891158
original	glszm	GrayLevelVariance	108.73635912698411
original	glszm	HighGrayLevelZoneEmphasis	711.0297619047619
original	glszm	LargeAreaEmphasis	4.636904761904762
original	glszm	LargeAreaHighGrayLevelEmphasis	5659.541666666667
original	glszm	LargeAreaLowGrayLevelEmphasis	0.014380555469906318
original	glszm	LowGrayLevelZoneEmphasis	0.010977554173749663
original	glszm	SizeZoneNonUniformity	107.79761904761905
original	glszm	SizeZoneNonUniformityNormalized	0.6416524943310657
original	glszm	SmallAreaEmphasis	0.8261941492292838
original	glszm	SmallAreaHighGrayLevelEmphasis	539.1236186761042
original	glszm	SmallAreaLowGrayLevelEmphasis	0.010691013841405713
original	glszm	ZoneEntropy	5.7773561524543755
original	glszm	ZonePercentage	0.6693227091633466
original	glszm	ZoneVariance	2.4047264739229024
original	ngtdm	Busyness	0.03541855817661163
original	ngtdm	Coarseness	0.02507050745670056
original	ngtdm	Complexity	3733.0114801791597
original	ngtdm	Contrast	0.7404647653790006
original	ngtdm	Strength	16.892731956373215
wavelet-LLH	firstorder	10Percentile	-184.18062180119193
wavelet-LLH	firstorder	90Percentile	22.60831822113558
wavelet-LLH	firstorder	Energy	2914284.252019297
wavelet-LLH	firstorder	Entropy	3.6194790551254807
wavelet-LLH	firstorder	InterquartileRange	110.16090914874967
wavelet-LLH	firstorder	Kurtosis	2.561079660328901
wavelet-LLH	firstorder	Maximum	91.13236241055738
wavelet-LLH	firstorder	MeanAbsoluteDeviation	63.595203309923505
wavelet-LLH	firstorder	Mean	-74.61145845513272
wavelet-LLH	firstorder	Median	-68.53721862531039
wavelet-LLH	firstorder	Minimum	-273.0881905987078
wavelet-LLH	firstorder	Range	364.2205530092652
wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	45.787843179966416
wavelet-LLH	firstorder	RootMeanSquared	107.75293142718938
wavelet-LLH	firstorder	Skewness	-0.29520794559668856
wavelet-LLH	firstorder	TotalEnergy	23314274.016154375
wavelet-LLH	firstorder	Uniformity	0.09083982793923907
wavelet-LLH	firstorder	Variance	6043.824498350579
wavelet-LLH	glcm	Autocorrelation	70.47136774567943
wavelet-LLH	glcm	ClusterProminence	1753.4162522371475
wavelet-LLH	glcm	ClusterShade	-38.367903985772884
wavelet-LLH	glcm	ClusterTendency	26.09616914928836
wavelet-LLH	glcm	Contrast	13.351592610831615
wavelet-LLH	glcm	Correlation	0.3155633800861943
wavelet-LLH	glcm	DifferenceAverage	2.803248979685814
wavelet-LLH	glcm	DifferenceEntropy	2.9166645314772373
wavelet-LLH	glcm	DifferenceVariance	5.115470109598964
wavelet-LLH	glcm	Id	0.38777716820850944
wavelet-LLH	glcm	Idm	0.3028519471853126
wavelet-LLH	glcm	Idmn	0.9499685784520341
wavelet-LLH	glcm	Idn	0.8557147004331055
wavelet-LLH	glcm	Imc1	-0.15911540315186376
wavelet-LLH	glcm	Imc2	0.8182707021630443
wavelet-LLH	glcm	InverseVariance	0.3094608685632372
wavelet-LLH	glcm	JointAverage	8.201844915804049
wavelet-LLH	glcm	JointEnergy	0.012125819210051035
wavelet-LLH	glcm	JointEntropy	6.668136554330848
wavelet-LLH	glcm	MCC	0.5062377812450891
wavelet-LLH	glcm	MaximumProbability	0.034278993178777785
wavelet-LLH	glcm	SumAverage	16.403689831608098
wavelet-LLH	glcm	SumEntropy	4.242770970576372
wavelet-LLH	glcm	SumSquares	9.861940440029995
wavelet-LLH	gldm	DependenceEntropy	5.8775461674278855
wavelet-LLH	gldm	DependenceNonUniformity	44.90438247011952
wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.17890192219171125
wavelet-LLH	gldm	DependenceVariance	2.623037729559848
wavelet-LLH	gldm	GrayLevelNonUniformity	22.800796812749002
wavelet-LLH	gldm	GrayLevelVariance	9.851589657307029
wavelet-LLH	gldm	HighGrayLevelEmphasis	82.13545816733068
wavelet-LLH	gldm	LargeDependenceEmphasis	12.9601593625498
wavelet-LLH	gldm	LargeDependenceHighGrayLevelEmphasis	975.6733067729084
wavelet-LLH	gldm	LargeDependenceLowGrayLevelEmphasis	0.5351009401166084
wavelet-LLH	gldm	LowGrayLevelEmphasis	0.04421747588964502
wavelet-LLH	gldm	SmallDependenceEmphasis	0.2517182071662957
wavelet-LLH	gldm	SmallDependenceHighGrayLevelEmphasis	23.907143567328067
wavelet-LLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.011483972643408584
wavelet-LLH	glrlm	GrayLevelNonUniformity	20.595808713087088
wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.0897012420158388
wavelet-LLH	glrlm	GrayLevelVariance	10.02952613438565
wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	82.71075684370572
wavelet-LLH	glrlm	LongRunEmphasis	1.301541315618945
wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	105.74457852040165
wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	0.057029978878766485
wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.04426294622455608
wavelet-LLH	glrlm	RunEntropy	4.014041248585932
wavelet-LLH	glrlm	RunLengthNonUniformity	193.75467590042493
wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.8423065481305216
wavelet-LLH	glrlm	RunPercentage	0.9148023291449585
wavelet-LLH	glrlm	RunVariance	0.10276286182837156
wavelet-LLH	glrlm	ShortRunEmphasis	0.9340538138778108
wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	77.70278714762512
wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.041282446062527615
wavelet-LLH	glszm	GrayLevelNonUniformity	6.6923076923076925
wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.08579881656804733
wavelet-LLH	glszm	GrayLevelVariance	12.806213017751478
wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	94.5
wavelet-LLH	glszm	LargeAreaEmphasis	27.653846153846153
wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	2129.74358974359
wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	0.7779458748290398
wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.051363424694060404
wavelet-LLH	glszm	SizeZoneNonUniformity	22.58974358974359
wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.289612097304405
wavelet-LLH	glszm	SmallAreaEmphasis	0.5516616631780697
wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	56.89271693533587
wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.02728943851752362
wavelet-LLH	glszm	ZoneEntropy	5.28651243683358
wavelet-LLH	glszm	ZonePercentage	0.3107569721115538
wavelet-LLH	glszm	ZoneVariance	17.29865220249836
wavelet-LLH	ngtdm	Busyness	0.3088486836741068
wavelet-LLH	ngtdm	Coarseness	0.029183270222444088
wavelet-LLH	ngtdm	Complexity	150.4195501811215
wavelet-LLH	ngtdm	Contrast	0.17340906173998152
wavelet-LLH	ngtdm	Strength	1.8605289440298838
wavelet-LHL	firstorder	10Percentile	-363.9247271406651
wavelet-LHL	firstorder	90Percentile	339.5087738804896
wavelet-LHL	firstorder	Energy	18113972.13637025
wavelet-LHL	firstorder	Entropy	5.104262492462847
wavelet-LHL	firstorder	InterquartileRange	267.88912766142596
wavelet-LHL	firstorder	Kurtosis	3.3707020375112418
wavelet-LHL	firstorder	Maximum	539.4118053189178
wavelet-LHL	firstorder	MeanAbsoluteDeviation	195.72941847142874
wavelet-LHL	firstorder	Mean	-56.947273284104206
wavelet-LHL	firstorder	Median	-73.5846427793083
wavelet-LHL	firstorder	Minimum	-931.1404083544461
wavelet-LHL	firstorder	Range	1470.552213673364
wavelet-LHL	firstorder	RobustMeanAbsoluteDeviation	124.09171494208437
wavelet-LHL	firstorder	RootMeanSquared	268.6395720418229
wavelet-LHL	firstorder	Skewness	0.07498752166720812
wavelet-LHL	firstorder	TotalEnergy	144911777.090962
wavelet-LHL	firstorder	Uniformity	0.035761337121633
wavelet-LHL	firstorder	Variance	68924.22773231931
wavelet-LHL	glcm	Autocorrelation	1277.470292751671
wavelet-LHL	glcm	ClusterProminence	187747.6454455973
wavelet-LHL	glcm	ClusterShade	1165.76616760614
wavelet-LHL	glcm	ClusterTendency	224.0855110359545
wavelet-LHL	glcm	Contrast	162.9932025074076
wavelet-LHL	glcm	Correlation	0.1403424500707338
wavelet-LHL	glcm	DifferenceAverage	9.234715954608417
wavelet-LHL	glcm	DifferenceEntropy	4.407036090733131
wavelet-LHL	glcm	DifferenceVariance	71.18316788679849
wavelet-LHL	glcm	Id	0.20988850171929518
wavelet-LHL	glcm	Idm	0.12760522576141978
wavelet-LHL	glcm	Idmn	0.9620445071391344
wavelet-LHL	glcm	Idn	0.8786512301142714
wavelet-LHL	glcm	Imc1	-0.421025957458921
wavelet-LHL	glcm	Imc2	0.9924933376844485
wavelet-LHL	glcm	InverseVariance	0.13585099321487232
wavelet-LHL	glcm	JointAverage	35.5264503212118
wavelet-LHL	glcm	JointEnergy	0.004622898848283673
wavelet-LHL	glcm	JointEntropy	7.93633819782226
wavelet-LHL	glcm	MCC	0.7686124799374092
wavelet-LHL	glcm	MaximumProbability	0.013566982099076171
wavelet-LHL	glcm	SumAverage	71.05290064242364
wavelet-LHL	glcm	SumEntropy	5.484973053141378
wavelet-LHL	glcm	SumSquares	96.76967838584054
wavelet-LHL	gldm	DependenceEntropy	6.192019426104036
wavelet-LHL	gldm	DependenceNonUniformity	89.7011952191235
wavelet-LHL	gldm	DependenceNonUniformityNormalized	0.3573752797574642
wavelet-LHL	gldm	DependenceVariance	0.9937620037777177
wavelet-LHL	gldm	GrayLevelNonUniformity	8.97609561752988
wavelet-LHL	gldm	GrayLevelVariance	110.50437294646116
wavelet-LHL	gldm	HighGrayLevelEmphasis	1423.195219123506
wavelet-LHL	gldm	LargeDependenceEmphasis	4.250996015936255
wavelet-LHL	gldm	LargeDependenceHighGrayLevelEmphasis	5497.880478087649
wavelet-LHL	gldm	LargeDependenceLowGrayLevelEmphasis	0.008136059767504157
wavelet-LHL	gldm	LowGrayLevelEmphasis	0.00522114113378501
wavelet-LHL	gldm	SmallDependenceEmphasis	0.5838678618857902
wavelet-LHL	gldm	SmallDependenceHighGrayLevelEmphasis	885.3574822930501
wavelet-LHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.0048364773604386065
wavelet-LHL	glrlm	GrayLevelNonUniformity	8.53691915428047
wavelet-LHL	glrlm	GrayLevelNonUniformityNormalized	0.035090518880658644
wavelet-LHL	glrlm	GrayLevelVariance	112.66515625208689
wavelet-LHL	glrlm	HighGrayLevelRunEmphasis	1428.1278537535652
wavelet-LHL	glrlm	LongRunEmphasis	1.0979804282344943
wavelet-LHL	glrlm	LongRunHighGrayLevelEmphasis	1552.6426548414677
wavelet-LHL	glrlm	LongRunLowGrayLevelEmphasis	0.005449776392032582
wavelet-LHL	glrlm	LowGrayLevelRunEmphasis	0.005361135144600191
wavelet-LHL	glrlm	RunEntropy	5.251152650316003
wavelet-LHL	glrlm	RunLengthNonUniformity	228.5510215352743
wavelet-LHL	glrlm	RunLengthNonUniformityNormalized	0.9387728223291731
wavelet-LHL	glrlm	RunPercentage	0.9690468893656143
wavelet-LHL	glrlm	RunVariance	0.03152968597079219
wavelet-LHL	glrlm	ShortRunEmphasis	0.9758765020086378
wavelet-LHL	glrlm	ShortRunHighGrayLevelEmphasis	1397.4543745889848
wavelet-LHL	glrlm	ShortRunLowGrayLevelEmphasis	0.005339278187082713
wavelet-LHL	glszm	GrayLevelNonUniformity	4.9171597633136095
wavelet-LHL	glszm	GrayLevelNonUniformityNormalized	0.029095619901263962
wavelet-LHL	glszm	GrayLevelVariance	139.26585203599313
wavelet-LHL	glszm	HighGrayLevelZoneEmphasis	1487.7633136094676
wavelet-LHL	glszm	LargeAreaEmphasis	3.272189349112426
wavelet-LHL	glszm	LargeAreaHighGrayLevelEmphasis	4376.165680473373
wavelet-LHL	glszm	LargeAreaLowGrayLevelEmphasis	0.00934272313055703
wavelet-LHL	glszm	LowGrayLevelZoneEmphasis	0.0073115647044939315
wavelet-LHL	glszm	SizeZoneNonUniformity	94.18343195266272
wavelet-LHL	glszm	SizeZoneNonUniformityNormalized	0.5572984139210811
wavelet-LHL	glszm	SmallAreaEmphasis	0.7746227307491043
wavelet-LHL	glszm	SmallAreaHighGrayLevelEmphasis	1193.6873493203989
wavelet-LHL	glszm	SmallAreaLowGrayLevelEmphasis	0.007096873837478028
wavelet-LHL	glszm	ZoneEntropy	6.028077960836092
wavelet-LHL	glszm	ZonePercentage	0.6733067729083665
wavelet-LHL	glszm	ZoneVariance	1.0663492174643747
wavelet-LHL	ngtdm	Busyness	0.027303326177234313
wavelet-LHL	ngtdm	Coarseness	0.02192551858675647
wavelet-LHL	ngtdm	Complexity	6763.708513531062
wavelet-LHL	ngtdm	Contrast	0.6987789570856628
wavelet-LHL	ngtdm	Strength	18.243710033560372
wavelet-LHH	firstorder	10Percentile	-49.14275055618155
wavelet-LHH	firstorder	90Percentile	56.7076293347301
wavelet-LHH	firstorder	Energy	569615.2030747138
wavelet-LHH	firstorder	Entropy	2.9422895095983645
wavelet-LHH	firstorder	InterquartileRange	58.39678391098242
wavelet-LHH	firstorder	Kurtosis	4.169188425170522
wavelet-LHH	firstorder	Maximum	177.48162846751075
wavelet-LHH	firstorder	MeanAbsoluteDeviation	36.01511627598283
wavelet-LHH	firstorder	Mean	1.7393975629646878
wavelet-LHH	firstorder	Median	0.7086779203363696
wavelet-LHH	firstorder	Minimum	-135.9814089033711
wavelet-LHH	firstorder	Range	313.4630373708818
wavelet-LHH	firstorder	RobustMeanAbsoluteDeviation	23.471909078786148
wavelet-LHH	firstorder	RootMeanSquared	47.638044451699805
wavelet-LHH	firstorder	Skewness	0.3092306566811452
wavelet-LHH	firstorder	TotalEnergy	4556921.624597711
wavelet-LHH	firstorder	Uniformity	0.16185457373692477
wavelet-LHH	firstorder	Variance	2266.3577753000795
wavelet-LHH	glcm	Autocorrelation	44.498640476569385
wavelet-LHH	glcm	ClusterProminence	250.2736837579594
wavelet-LHH	glcm	ClusterShade	10.234417328761579
wavelet-LHH	glcm	ClusterTendency	7.696741078972953
wavelet-LHH	glcm	Contrast	7.27796287317022
wavelet-LHH	glcm	Correlation	0.021213121868252822
wavelet-LHH	glcm	DifferenceAverage	1.9901613248016023
wavelet-LHH	glcm	DifferenceEntropy	2.5345062209817195
wavelet-LHH	glcm	DifferenceVariance	3.1811691336758505
wavelet-LHH	glcm	Id	0.46539481761928314
wavelet-LHH	glcm	Idm	0.39741492886490204
wavelet-LHH	glcm	Idmn	0.9676139994094883
wavelet-LHH	glcm	Idn	0.8855666758407323
wavelet-LHH	glcm	Imc1	-0.13129680796445095
wavelet-LHH	glcm	Imc2	0.7206913401192653
wavelet-LHH	glcm	InverseVariance	0.39822963887065355
wavelet-LHH	glcm	JointAverage	6.662230835004454
wavelet-LHH	glcm	JointEnergy	0.033196837799402044
wavelet-LHH	glcm	JointEntropy	5.431082653524995
wavelet-LHH	glcm	MCC	0.45905402674001033
wavelet-LHH	glcm	MaximumProbability	0.06956322230614834
wavelet-LHH	glcm	SumAverage	13.324461670008908
wavelet-LHH	glcm	SumEntropy	3.3688897819060895
wavelet-LHH	glcm	SumSquares	3.7436759880357937
wavelet-LHH	gldm	DependenceEntropy	5.4165214397717145
wavelet-LHH	gldm	DependenceNonUniformity	32.864541832669325
wavelet-LHH	gldm	DependenceNonUniformityNormalized	0.13093442961222837
wavelet-LHH	gldm	DependenceVariance	5.506452278535261
wavelet-LHH	gldm	GrayLevelNonUniformity	40.625498007968126
wavelet-LHH	gldm	GrayLevelVariance	3.790955699115887
wavelet-LHH	gldm	HighGrayLevelEmphasis	46.95219123505976
wavelet-LHH	gldm	LargeDependenceEmphasis	22.641434262948206
wavelet-LHH	gldm	LargeDependenceHighGrayLevelEmphasis	919.7091633466135
wavelet-LHH	gldm	LargeDependenceLowGrayLevelEmphasis	0.6694946864658012
wavelet-LHH	gldm	LowGrayLevelEmphasis	0.0392902323400411
wavelet-LHH	gldm	SmallDependenceEmphasis	0.20629241658578854
wavelet-LHH	gldm	SmallDependenceHighGrayLevelEmphasis	11.669741886459066
wavelet-LHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.011040413948177735
wavelet-LHH	glrlm	GrayLevelNonUniformity	34.046890107199225
wavelet-LHH	glrlm	GrayLevelNonUniformityNormalized	0.15418717044291458
wavelet-LHH	glrlm	GrayLevelVariance	4.098025711146262
wavelet-LHH	glrlm	HighGrayLevelRunEmphasis	47.661760988149666
wavelet-LHH	glrlm	LongRunEmphasis	1.4784670289061772
wavelet-LHH	glrlm	LongRunHighGrayLevelEmphasis	67.53991497585474
wavelet-LHH	glrlm	LongRunLowGrayLevelEmphasis	0.055047913214164204
wavelet-LHH	glrlm	LowGrayLevelRunEmphasis	0.04050316738597792
wavelet-LHH	glrlm	RunEntropy	3.528569111778247
wavelet-LHH	glrlm	RunLengthNonUniformity	175.5747216834396
wavelet-LHH	glrlm	RunLengthNonUniformityNormalized	0.792571870361355
wavelet-LHH	glrlm	RunPercentage	0.8792522218817036
wavelet-LHH	glrlm	RunVariance	0.17423626241518594
wavelet-LHH	glrlm	ShortRunEmphasis	0.9096441277691562
wavelet-LHH	glrlm	ShortRunHighGrayLevelEmphasis	43.84139310750136
wavelet-LHH	glrlm	ShortRunLowGrayLevelEmphasis	0.03769649759715034
wavelet-LHH	glszm	GrayLevelNonUniformity	5.264150943396227
wavelet-LHH	glszm	GrayLevelNonUniformityNormalized	0.09932360270558918
wavelet-LHH	glszm	GrayLevelVariance	10.393022427910289
wavelet-LHH	glszm	HighGrayLevelZoneEmphasis	58.60377358490566
wavelet-LHH	glszm	LargeAreaEmphasis	137.9056603773585
wavelet-LHH	glszm	LargeAreaHighGrayLevelEmphasis	5908.433962264151
wavelet-LHH	glszm	LargeAreaLowGrayLevelEmphasis	3.591535283271456
wavelet-LHH	glszm	LowGrayLevelZoneEmphasis	0.06413303712630565
wavelet-LHH	glszm	SizeZoneNonUniformity	21.339622641509433
wavelet-LHH	glszm	SizeZoneNonUniformityNormalized	0.4026343894624422
wavelet-LHH	glszm	SmallAreaEmphasis	0.6557736374828809
wavelet-LHH	glszm	SmallAreaHighGrayLevelEmphasis	39.97520100138398
wavelet-LHH	glszm	SmallAreaLowGrayLevelEmphasis	0.0382013673844098
wavelet-LHH	glszm	ZoneEntropy	4.610575530999536
wavelet-LHH	glszm	ZonePercentage	0.21115537848605578
wavelet-LHH	glszm	ZoneVariance	115.47739409042362
wavelet-LHH	ngtdm	Busyness	0.35535579615062074
wavelet-LHH	ngtdm	Coarseness	0.026294927224543404
wavelet-LHH	ngtdm	Complexity	109.09150232138168
wavelet-LHH	ngtdm	Contrast	0.05871307019921856
wavelet-LHH	ngtdm	Strength	1.6547620858299514
wavelet-HLL	firstorder	10Percentile	-413.79044637199655
wavelet-HLL	firstorder	90Percentile	307.9645911872809
wavelet-HLL	firstorder	Energy	21647696.281837936
wavelet-HLL	firstorder	Entropy	5.2484146390235695
wavelet-HLL	firstorder	InterquartileRange	269.0630864888948
wavelet-HLL	firstorder	Kurtosis	3.9623738978490737
wavelet-HLL	firstorder	Maximum	961.5354767130734
wavelet-HLL	firstorder	MeanAbsoluteDeviation	210.0973283863559
wavelet-HLL	firstorder	Mean	-74.3400135578626
wavelet-HLL	firstorder	Median	-70.07076540131229
wavelet-HLL	firstorder	Minimum	-937.3422087265258
wavelet-HLL	firstorder	Range	1898.8776854395992
wavelet-HLL	firstorder	RobustMeanAbsoluteDeviation	131.36388451567407
wavelet-HLL	firstorder	RootMeanSquared	293.67635573820553
wavelet-HLL	firstorder	Skewness	0.28072101628916024
wavelet-HLL	firstorder	TotalEnergy	173181570.2547035
wavelet-HLL	firstorder	Uniformity	0.03531689973175029
wavelet-HLL	firstorder	Variance	80719.36430388989
wavelet-HLL	glcm	Autocorrelation	1207.073654712297
wavelet-HLL	glcm	ClusterProminence	350543.6983582688
wavelet-HLL	glcm	ClusterShade	1550.4813012097259
wavelet-HLL	glcm	ClusterTendency	264.22930952504805
wavelet-HLL	glcm	Contrast	204.30985217212648
wavelet-HLL	glcm	Correlation	0.11514945073896173
wavelet-HLL	glcm	DifferenceAverage	9.657491454717306
wavelet-HLL	glcm	DifferenceEntropy	4.4045671843788785
wavelet-HLL	glcm	DifferenceVariance	100.93310938958176
wavelet-HLL	glcm	Id	0.21066226843286462
wavelet-HLL	glcm	Idm	0.12737653543541902
wavelet-HLL	glcm	Idmn	0.9714098692264456
wavelet-HLL	glcm	Idn	0.8992724453870111
wavelet-HLL	glcm	Imc1	-0.458826657050681
wavelet-HLL	glcm	Imc2	0.9952357169024312
wavelet-HLL	glcm	InverseVariance	0.13655517983191742
