Image type	Feature Class	Feature Name	Segmentation_segment_Segment_1
original	gldm	HighGrayLevelEmphasis	1902.288331726133
original	gldm	LargeDependenceEmphasis	18.581639344262296
original	gldm	LargeDependenceHighGrayLevelEmphasis	38274.928023143686
original	gldm	LargeDependenceLowGrayLevelEmphasis	0.010162968528647627
original	gldm	LowGrayLevelEmphasis	0.001026687649715761
original	gldm	SmallDependenceEmphasis	0.2670034976608946
original	gldm	SmallDependenceHighGrayLevelEmphasis	432.8811234858245
original	gldm	SmallDependenceLowGrayLevelEmphasis	0.0005547029623489231
original	glrlm	GrayLevelNonUniformity	1960.042385574343
original	glrlm	GrayLevelNonUniformityNormalized	0.08434041287908642
original	glrlm	GrayLevelVariance	58.34028007703774
original	glrlm	HighGrayLevelRunEmphasis	1885.2804277601829
original	glrlm	LongRunEmphasis	1.3851769409446535
original	glrlm	LongRunHighGrayLevelEmphasis	2675.7441534121485
original	glrlm	LongRunLowGrayLevelEmphasis	0.0012931746970692654
original	glrlm	LowGrayLevelRunEmphasis	0.0010813550816326939
original	glrlm	RunEntropy	4.657809195264034
original	glrlm	RunLengthNonUniformity	19023.763416140588
original	glrlm	RunLengthNonUniformityNormalized	0.8181560203983129
original	glrlm	RunPercentage	0.8964438839848676
original	glrlm	RunVariance	0.139678803404274
original	glrlm	ShortRunEmphasis	0.9231010292599527
original	glrlm	ShortRunHighGrayLevelEmphasis	1728.002072345849
original	glrlm	ShortRunLowGrayLevelEmphasis	0.0010382312868636233
original	glszm	GrayLevelNonUniformity	275.5381828720475
original	glszm	GrayLevelNonUniformityNormalized	0.039927283418641865
original	glszm	GrayLevelVariance	118.77556942588434
original	glszm	HighGrayLevelZoneEmphasis	1570.3182147514854
original	glszm	LargeAreaEmphasis	4941.512969134908
original	glszm	LargeAreaHighGrayLevelEmphasis	10361959.020576729
original	glszm	LargeAreaLowGrayLevelEmphasis	2.3635372150092673
original	glszm	LowGrayLevelZoneEmphasis	0.002199207050363444
original	glszm	SizeZoneNonUniformity	3578.631067961165
original	glszm	SizeZoneNonUniformityNormalized	0.5185670291205862
original	glszm	SmallAreaEmphasis	0.7481579646889128
original	glszm	SmallAreaHighGrayLevelEmphasis	1130.6389579500024
original	glszm	SmallAreaLowGrayLevelEmphasis	0.0018897957960558336
original	glszm	ZoneEntropy	6.5764913039136195
original	glszm	ZonePercentage	0.26619093539054967
original	glszm	ZoneVariance	4927.400159764652
original	ngtdm	Busyness	0.9607398932658578
original	ngtdm	Coarseness	0.000235921696820285
original	ngtdm	Complexity	5492.651521933113
original	ngtdm	Contrast	0.08321813360098015
original	ngtdm	Strength	0.8409135013890977
